Shop_Id,Shop_City,Shop_State,Shop_Region,Shop_Country,Market
2605,Redding,California,West of USA,Estados Unidos,USCA
2606,Montebello,California,West of USA,Estados Unidos,USCA
2623,Encinitas,California,West of USA,Estados Unidos,USCA
2651,Laguna Niguel,California,West of USA,Estados Unidos,USCA
2700,Huntington Beach,California,West of USA,Estados Unidos,USCA
2707,Brentwood,California,West of USA,Estados Unidos,USCA
2809,Burbank,California,West of USA,Estados Unidos,USCA
2827,Danville,California,West of USA,Estados Unidos,USCA
2851,Manteca,California,West of USA,Estados Unidos,USCA
2860,San Luis Obispo,California,West of USA,Estados Unidos,USCA
2874,Lodi,California,West of USA,Estados Unidos,USCA
2877,Santa Maria,California,West of USA,Estados Unidos,USCA
3017,Salinas,California,West of USA,Estados Unidos,USCA
3067,Chico,California,West of USA,Estados Unidos,USCA
3069,Modesto,California,West of USA,Estados Unidos,USCA
3117,Temecula,California,West of USA,Estados Unidos,USCA
3119,Oxnard,California,West of USA,Estados Unidos,USCA
3120,Stockton,California,West of USA,Estados Unidos,USCA
3160,Citrus Heights,California,West of USA,Estados Unidos,USCA
3247,Murrieta,California,West of USA,Estados Unidos,USCA
3263,Camarillo,California,West of USA,Estados Unidos,USCA
3286,Whittier,California,West of USA,Estados Unidos,USCA
3287,Ontario,California,West of USA,Estados Unidos,USCA
3370,San Clemente,California,West of USA,Estados Unidos,USCA
3375,Rancho Cucamonga,California,West of USA,Estados Unidos,USCA
3387,Visalia,California,West of USA,Estados Unidos,USCA
3389,Thousand Oaks,California,West of USA,Estados Unidos,USCA
3396,San Mateo,California,West of USA,Estados Unidos,USCA
3400,Coachella,California,West of USA,Estados Unidos,USCA
3481,El Cajon,California,West of USA,Estados Unidos,USCA
3482,Chula Vista,California,West of USA,Estados Unidos,USCA
3567,Davis,California,West of USA,Estados Unidos,USCA
3589,Yucaipa,California,West of USA,Estados Unidos,USCA
3593,Pico Rivera,California,West of USA,Estados Unidos,USCA
35,Mexico City,Distrito Federal,Central America,México,LATAM
36,Tlaquepaque,Jalisco,Central America,México,LATAM
37,Puebla,Puebla,Central America,México,LATAM
45,Tepic,Nayarit,Central America,México,LATAM
47,Ixtapaluca,México,Central America,México,LATAM
54,Orizaba,Veracruz,Central America,México,LATAM
56,Villahermosa,Tabasco,Central America,México,LATAM
67,Tlalpan,Distrito Federal,Central America,México,LATAM
71,Córdoba,Veracruz,Central America,México,LATAM
215,Guadalajara,Jalisco,Central America,México,LATAM
217,Zacatecas,Zacatecas,Central America,México,LATAM
218,Chihuahua,Chihuahua,Central America,México,LATAM
222,Monterrey,Nuevo León,Central America,México,LATAM
224,Querétaro,Querétaro,Central America,México,LATAM
226,Hermosillo,Sonora,Central America,México,LATAM
227,Coacalco,México,Central America,México,LATAM
237,Cuernavaca,Morelos,Central America,México,LATAM
261,Hidalgo,Michoacán,Central America,México,LATAM
262,Irapuato,Guanajuato,Central America,México,LATAM
263,Zapopan,Jalisco,Central America,México,LATAM
277,Lázaro Cárdenas,Michoacán,Central America,México,LATAM
327,Durango,Durango,Central America,México,LATAM
333,Juárez,Chihuahua,Central America,México,LATAM
336,Tampico,Tamaulipas,Central America,México,LATAM
342,Tijuana,Baja California,Central America,México,LATAM
343,Ciudad del Carmen,Campeche,Central America,México,LATAM
350,Saltillo,Coahuila,Central America,México,LATAM
354,Atlixco,Puebla,Central America,México,LATAM
515,Jiutepec,Morelos,Central America,México,LATAM
591,Ocotlán,Jalisco,Central America,México,LATAM
790,Culiacán,Sinaloa,Central America,México,LATAM
1038,Progreso,Yucatán,Central America,México,LATAM
1040,Toluca,México,Central America,México,LATAM
1043,Azcapotzalco,Distrito Federal,Central America,México,LATAM
1108,Coyoacán,Distrito Federal,Central America,México,LATAM
1111,Soledad Díez Gutiérrez,San Luis Potosí,Central America,México,LATAM
1113,Milpa Alta,Distrito Federal,Central America,México,LATAM
1118,San Pablo de las Salinas,México,Central America,México,LATAM
1119,Gómez Palacio,Durango,Central America,México,LATAM
1130,Morelia,Michoacán,Central America,México,LATAM
1137,Nuevo Laredo,Tamaulipas,Central America,México,LATAM
1167,San Francisco del Rincón,Guanajuato,Central America,México,LATAM
1169,Miguel Hidalgo,Distrito Federal,Central America,México,LATAM
1170,Heroica Zitácuaro,Michoacán,Central America,México,LATAM
1171,Veracruz,Veracruz,Central America,México,LATAM
1174,San Cristóbal de Las Casas,Chiapas,Central America,México,LATAM
1175,Tuxtla Gutiérrez,Chiapas,Central America,México,LATAM
1177,Celaya,Guanajuato,Central America,México,LATAM
1181,Metepec,México,Central America,México,LATAM
1182,Tulancingo,Hidalgo,Central America,México,LATAM
1186,Acuña,Coahuila,Central America,México,LATAM
1191,Poza Rica de Hidalgo,Veracruz,Central America,México,LATAM
1193,Mexicali,Baja California,Central America,México,LATAM
1229,Tlalnepantla,México,Central America,México,LATAM
1230,Obregón,Sonora,Central America,México,LATAM
1232,General Escobedo,Nuevo León,Central America,México,LATAM
1233,San Luis Río Colorado,Sonora,Central America,México,LATAM
1236,Victoria,Tamaulipas,Central America,México,LATAM
1237,Reynosa,Tamaulipas,Central America,México,LATAM
1242,Los Mochis,Sinaloa,Central America,México,LATAM
1246,Villa Frontera,Coahuila,Central America,México,LATAM
1247,Madero,Tamaulipas,Central America,México,LATAM
1248,Iguala,Guerrero,Central America,México,LATAM
1253,Guasave,Sinaloa,Central America,México,LATAM
1254,Mérida,Yucatán,Central America,México,LATAM
1290,Colima,Colima,Central America,México,LATAM
1370,Salina Cruz,Oaxaca,Central America,México,LATAM
1374,San Luis Potosí,San Luis Potosí,Central America,México,LATAM
1377,Piedras Negras,Coahuila,Central America,México,LATAM
1380,Santa Catarina,Nuevo León,Central America,México,LATAM
1396,Campeche,Campeche,Central America,México,LATAM
1402,Miramar,Tamaulipas,Central America,México,LATAM
1415,Apodaca,Nuevo León,Central America,México,LATAM
1420,Torreón,Coahuila,Central America,México,LATAM
1430,Puerto Vallarta,Jalisco,Central America,México,LATAM
1438,Cancún,Quintana Roo,Central America,México,LATAM
1492,Apatzingán de la Constitución,Michoacán,Central America,México,LATAM
1493,Tecomán,Colima,Central America,México,LATAM
1499,San Andrés Tuxtla,Veracruz,Central America,México,LATAM
1501,Tehuacán,Puebla,Central America,México,LATAM
1502,Lagos de Moreno,Jalisco,Central America,México,LATAM
1575,Valles,San Luis Potosí,Central America,México,LATAM
1578,Silao,Guanajuato,Central America,México,LATAM
1686,Nicolás Romero,México,Central America,México,LATAM
1740,Guaymas,Sonora,Central America,México,LATAM
1757,Guanajuato,Guanajuato,Central America,México,LATAM
1803,Melchor Ocampo,México,Central America,México,LATAM
1804,Guzmán,Jalisco,Central America,México,LATAM
1808,Zihuatanejo,Guerrero,Central America,México,LATAM
1917,Monclova,Coahuila,Central America,México,LATAM
1923,Cuajimalpa,Distrito Federal,Central America,México,LATAM
1928,Cuautitlán,México,Central America,México,LATAM
2042,Sahuayo de José María Morelos,Michoacán,Central America,México,LATAM
2044,Chetumal,Quintana Roo,Central America,México,LATAM
2047,Fresnillo de González Echeverría,Zacatecas,Central America,México,LATAM
2078,Garza García,Nuevo León,Central America,México,LATAM
2168,Salamanca,Guanajuato,Central America,México,LATAM
2302,Rosarito,Baja California,Central America,México,LATAM
2325,Chilpancingo,Guerrero,Central America,México,LATAM
2327,Linares,Nuevo León,Central America,México,LATAM
2371,Valle Hermoso,Tamaulipas,Central America,México,LATAM
2399,Ensenada,Baja California,Central America,México,LATAM
2439,Altotonga,Veracruz,Central America,México,LATAM
2488,Frontera,Tabasco,Central America,México,LATAM
2504,Temixco,Morelos,Central America,México,LATAM
2562,Cholula,Puebla,Central America,México,LATAM
2566,Coatzacoalcos,Veracruz,Central America,México,LATAM
2686,San Juan del Río,Querétaro,Central America,México,LATAM
2705,Teziutlán,Puebla,Central America,México,LATAM
2762,Río Bravo,Tamaulipas,Central America,México,LATAM
2834,Acayucan,Veracruz,Central America,México,LATAM
2847,Tapachula,Chiapas,Central America,México,LATAM
3058,Matehuala,San Luis Potosí,Central America,México,LATAM
3081,Huixquilucan,México,Central America,México,LATAM
3225,Cadereyta,Nuevo León,Central America,México,LATAM
3227,Delicias,Chihuahua,Central America,México,LATAM
3277,Acámbaro,Guanajuato,Central America,México,LATAM
3309,Guamúchil,Sinaloa,Central America,México,LATAM
26,Petapa,Guatemala,Central America,Guatemala,LATAM
27,Mejicanos,San Salvador,Central America,El Salvador,LATAM
28,David,Chiriquí,Central America,Panamá,LATAM
29,Santo Domingo,Santo Domingo,Caribbean,República Dominicana,LATAM
32,Ilopango,San Salvador,Central America,El Salvador,LATAM
33,Tegucigalpa,Francisco Morazán,Central America,Honduras,LATAM
43,Camagüey,Camagüey,Caribbean,Cuba,LATAM
44,Las Tunas,Las Tunas,Caribbean,Cuba,LATAM
46,San Miguelito,Panamá,Central America,Panamá,LATAM
50,Santiago de Cuba,Santiago de Cuba,Caribbean,Cuba,LATAM
51,San Pedro Sula,Cortés,Central America,Honduras,LATAM
53,Holguín,Holguín,Caribbean,Cuba,LATAM
55,Managua,Managua,Central America,Nicaragua,LATAM
58,Mixco,Guatemala,Central America,Guatemala,LATAM
59,Nueva Gerona,Isla de la Juventud,Caribbean,Cuba,LATAM
60,Chimaltenango,Chimaltenango,Central America,Guatemala,LATAM
61,Villa Nueva,Guatemala,Central America,Guatemala,LATAM
66,León,León,Central America,Nicaragua,LATAM
68,Apopa,San Salvador,Central America,El Salvador,LATAM
70,La Ceiba,Atlántida,Central America,Honduras,LATAM
121,Ottawa,Ontario,Canada,Canada,USCA
122,Kitchener,Ontario,Canada,Canada,USCA
225,Chaguanas,Chaguanas,Caribbean,Trinidad y Tobago,LATAM
231,Huehuetenango,Huehuetenango,Central America,Guatemala,LATAM
232,Chinautla,Guatemala,Central America,Guatemala,LATAM
241,Tipitapa,Managua,Central America,Nicaragua,LATAM
329,Santiago de los Caballeros,Santiago de Chile,Caribbean,República Dominicana,LATAM
330,San Salvador,San Salvador,Central America,El Salvador,LATAM
331,Pinar del Río,Pinar del Río,Caribbean,Cuba,LATAM
338,Matagalpa,Matagalpa,Central America,Nicaragua,LATAM
339,Cuscatancingo,San Salvador,Central America,El Salvador,LATAM
349,Portmore,Santa Caterina,Caribbean,Jamaica,LATAM
351,Guantánamo,Guantánamo,Caribbean,Cuba,LATAM
514,Villa Canales,Guatemala,Central America,Guatemala,LATAM
590,San Martín,Cuscatlán,Central America,El Salvador,LATAM
715,Carrefour,Ouest,Caribbean,Haití,LATAM
718,Quetzaltenango,Quezaltenango,Central America,Guatemala,LATAM
719,Panama City,Panamá,Central America,Panamá,LATAM
791,Cienfuegos,Cienfuegos,Caribbean,Cuba,LATAM
835,North York,Ontario,Canada,Canada,USCA
837,Mississauga,Ontario,Canada,Canada,USCA
845,Windsor,Ontario,Canada,Canada,USCA
848,Surrey,Columbia británica,Canada,Canada,USCA
853,Calgary,Alberta,Canada,Canada,USCA
990,Saanich,Columbia británica,Canada,Canada,USCA
1003,Saskatoon,Saskatchewan,Canada,Canada,USCA
1030,Masaya,Masaya,Central America,Nicaragua,LATAM
1031,Soyapango,San Salvador,Central America,El Salvador,LATAM
1033,Nicoya,Guanacaste,Central America,Costa Rica,LATAM
1035,Estelí,Estelí,Central America,Nicaragua,LATAM
1058,Toronto,Ontario,Canada,Canada,USCA
1110,Choloma,Cortés,Central America,Honduras,LATAM
1117,San José de las Lajas,Mayabeque,Caribbean,Cuba,LATAM
1121,Palma Soriano,Santiago de Cuba,Caribbean,Cuba,LATAM
1123,Matanzas,Matanzas,Caribbean,Cuba,LATAM
1125,Santa Clara,Villa Clara,Caribbean,Cuba,LATAM
1129,Santa Ana,Santa Ana,Central America,El Salvador,LATAM
1132,La Romana,La Romana,Caribbean,República Dominicana,LATAM
1133,Santa Cruz de Barahona,Barahona,Caribbean,República Dominicana,LATAM
1139,La Vega,La Vega,Caribbean,República Dominicana,LATAM
1172,Choluteca,Choluteca,Central America,Honduras,LATAM
1178,Gonaïves,Artibonito,Caribbean,Haití,LATAM
1179,Sancti Spíritus,Sancti Spíritus,Caribbean,Cuba,LATAM
1188,San Fernando,San Fernando,Caribbean,Trinidad y Tobago,LATAM
1196,Manzanillo,Granma,Caribbean,Cuba,LATAM
1200,Delgado,San Salvador,Central America,El Salvador,LATAM
1203,Colón,Colón,Central America,Panamá,LATAM
1224,Escuintla,Escuintla,Central America,Guatemala,LATAM
1231,El Progreso,Yoro,Central America,Honduras,LATAM
1234,Contramaestre,Santiago de Cuba,Caribbean,Cuba,LATAM
1238,Bridgetown,San Miguel,Caribbean,Barbados,LATAM
1241,Moa,Holguín,Caribbean,Cuba,LATAM
1250,Consolación del Sur,Pinar del Río,Caribbean,Cuba,LATAM
1288,Puerto Padre,Las Tunas,Caribbean,Cuba,LATAM
1289,Les Abymes,Guadalupe,Caribbean,Guadalupe,LATAM
1318,Moca,Espaillat,Caribbean,República Dominicana,LATAM
1375,San Pedro de Macorís,San Pedro de Macorís,Caribbean,República Dominicana,LATAM
1379,Antiguo Cuscatlán,La Libertad,Central America,El Salvador,LATAM
1382,Baní,Peravia,Caribbean,República Dominicana,LATAM
1383,Amatitlán,Guatemala,Central America,Guatemala,LATAM
1395,San Francisco de Macorís,Duarte,Caribbean,República Dominicana,LATAM
1416,Bayamo,Granma,Caribbean,Cuba,LATAM
1417,Spanish Town,Santa Caterina,Caribbean,Jamaica,LATAM
1419,Ciego de Ávila,Ciego de Ávila,Caribbean,Cuba,LATAM
1431,Chinandega,Chinandega,Central America,Nicaragua,LATAM
1435,San Juan de la Maguana,San Juan,Caribbean,República Dominicana,LATAM
1488,Arraiján,Panamá,Central America,Panamá,LATAM
1504,Sonsonate,Sonsonate,Central America,El Salvador,LATAM
1526,Regina,Saskatchewan,Canada,Canada,USCA
1527,Montréal,Quebec,Canada,Canada,USCA
1576,Morón,Ciego de Ávila,Caribbean,Cuba,LATAM
1599,Fort-de-France,Martinica,Caribbean,Martinica,LATAM
1602,Bajos de Haina,San Cristóbal,Caribbean,República Dominicana,LATAM
1644,Winnipeg,Manitoba,Canada,Canada,USCA
1648,Kingston,Ontario,Canada,Canada,USCA
1650,Quebec,Quebec,Canada,Canada,USCA
1765,Oshawa,Ontario,Canada,Canada,USCA
1848,Markham,Ontario,Canada,Canada,USCA
1921,Cárdenas,Matanzas,Caribbean,Cuba,LATAM
1969,Saint-Laurent,Quebec,Canada,Canada,USCA
2060,Waterloo,Ontario,Canada,Canada,USCA
2101,Brampton,Ontario,Canada,Canada,USCA
2420,St. Catharines,Ontario,Canada,Canada,USCA
2457,Richmond Hill,Ontario,Canada,Canada,USCA
2458,Vaughan,Ontario,Canada,Canada,USCA
2468,Whitby,Ontario,Canada,Canada,USCA
2556,Abbotsford,Columbia británica,Canada,Canada,USCA
2569,Bonao,Monseñor Nouel,Caribbean,República Dominicana,LATAM
2616,Artemisa,Artemisa,Caribbean,Cuba,LATAM
2622,Guelph,Ontario,Canada,Canada,USCA
2653,Edmonton,Alberta,Canada,Canada,USCA
2761,La Chorrera,Panamá,Central America,Panamá,LATAM
2850,Oakville,Ontario,Canada,Canada,USCA
3068,Burnaby,Columbia británica,Canada,Canada,USCA
3071,Dartmouth,Nueva Escocia,Canada,Canada,USCA
3109,Guatemala City,Guatemala,Central America,Guatemala,LATAM
3149,San Ignacio,Distrito de Cayo,Central America,Belice,LATAM
3175,Pickering,Ontario,Canada,Canada,USCA
3269,Brantford,Ontario,Canada,Canada,USCA
3291,Longueuil,Quebec,Canada,Canada,USCA
3477,Gatineau,Quebec,Canada,Canada,USCA
3551,St. John's,Terranova,Canada,Canada,USCA
13,Kinshasa,Kinshasa,Central Africa,República Democrática del Congo,Africa
72,Kuito,Bié,Central Africa,Angola,Africa
136,Pretoria,Gauteng,Southern Africa,SudAfrica,Africa
141,Port Elizabeth,Cabo Oriental,Southern Africa,SudAfrica,Africa
145,Newcastle,KwaZulu-Natal,Southern Africa,SudAfrica,Africa
183,Bandundu,Bandundu,Central Africa,República Democrática del Congo,Africa
184,Foumban,Ouest,Central Africa,Camerún,Africa
185,Luanda,Luanda,Central Africa,Angola,Africa
189,Nkongsamba,Littoral,Central Africa,Camerún,Africa
190,Mbuji-mayi,Kasai Oriental,Central Africa,República Democrática del Congo,Africa
197,Cape Town,Cabo Occidental,Southern Africa,SudAfrica,Africa
253,Potchefstroom,Noroeste,Southern Africa,SudAfrica,Africa
382,Kalemie,Katanga,Central Africa,República Democrática del Congo,Africa
598,Johannesburg,Gauteng,Southern Africa,SudAfrica,Africa
602,Stellenbosch,Cabo Occidental,Southern Africa,SudAfrica,Africa
604,Maseru,Maseru,Southern Africa,Lesoto,Africa
605,Soweto,Gauteng,Southern Africa,SudAfrica,Africa
1005,Edea,Littoral,Central Africa,Camerún,Africa
1008,Lubumbashi,Katanga,Central Africa,República Democrática del Congo,Africa
1049,Kananga,Kasai Occidental,Central Africa,República Democrática del Congo,Africa
1051,Mbandaka,Équateur,Central Africa,República Democrática del Congo,Africa
1320,Malanje,Malanje,Central Africa,Angola,Africa
1537,Likasi,Katanga,Central Africa,República Democrática del Congo,Africa
1716,Namibe,Namibe,Central Africa,Angola,Africa
1718,Garoua,Nord,Central Africa,Camerún,Africa
1771,Kolwezi,Katanga,Central Africa,República Democrática del Congo,Africa
1775,eMbalenhle,Mpumalanga,Southern Africa,SudAfrica,Africa
1867,Yaounde,Centro,Central Africa,Camerún,Africa
1869,Ebolowa,Sud,Central Africa,Camerún,Africa
1873,Kisangani,Provincia Oriental,Central Africa,República Democrática del Congo,Africa
1875,Krugersdorp,Gauteng,Southern Africa,SudAfrica,Africa
1876,Loubomo,Niari,Central Africa,República del Congo,Africa
1982,Bloemfontein,Estado Libre,Southern Africa,SudAfrica,Africa
1985,Westonaria,Gauteng,Southern Africa,SudAfrica,Africa
1988,Benguela,Benguela,Central Africa,Angola,Africa
2013,Ngaoundere,Adamaoua,Central Africa,Camerún,Africa
2019,East London,Cabo Oriental,Southern Africa,SudAfrica,Africa
2021,Bertoua,Est,Central Africa,Camerún,Africa
2062,Bafoussam,Ouest,Central Africa,Camerún,Africa
2084,Libreville,Estuaire,Central Africa,Gabón,Africa
2144,George,Cabo Occidental,Southern Africa,SudAfrica,Africa
2148,Kumba,Ouest del Sur,Central Africa,Camerún,Africa
2184,Giyani,Limpopo,Southern Africa,SudAfrica,Africa
2185,Windhoek,Khomas,Southern Africa,Namibia,Africa
2190,Mpumalanga,KwaZulu-Natal,Southern Africa,SudAfrica,Africa
2283,Kamina,Katanga,Central Africa,República Democrática del Congo,Africa
2311,Mabopane,Gauteng,Southern Africa,SudAfrica,Africa
2356,Bamenda,Nord-Ouest,Central Africa,Camerún,Africa
2430,Vryburg,Noroeste,Southern Africa,SudAfrica,Africa
2433,Kikwit,Bandundu,Central Africa,República Democrática del Congo,Africa
2435,Manzini,Manzini,Southern Africa,Suazilandia,Africa
2480,Vereeniging,Gauteng,Southern Africa,SudAfrica,Africa
2536,Roodepoort,Gauteng,Southern Africa,SudAfrica,Africa
2541,Bangui,Bangui,Central Africa,República Centroafricana,Africa
2609,Durban,KwaZulu-Natal,Southern Africa,SudAfrica,Africa
2663,Rustenburg,Noroeste,Southern Africa,SudAfrica,Africa
2701,Bukavu,Kivu del Sur,Central Africa,República Democrática del Congo,Africa
2714,Huambo,Huambo,Central Africa,Angola,Africa
2718,Matadi,Bajo Congo,Central Africa,República Democrática del Congo,Africa
2749,Kindu,Maniema,Central Africa,República Democrática del Congo,Africa
2751,Loum,Littoral,Central Africa,Camerún,Africa
2780,Tembisa,Gauteng,Southern Africa,SudAfrica,Africa
2781,Umtata,Cabo Oriental,Southern Africa,SudAfrica,Africa
3004,Randfontein,Gauteng,Southern Africa,SudAfrica,Africa
3026,Centurion,Gauteng,Southern Africa,SudAfrica,Africa
3129,Maroua,Extreme-Nord,Central Africa,Camerún,Africa
3164,Uvira,Kivu del Sur,Central Africa,República Democrática del Congo,Africa
3308,Gaborone,Sudeste,Southern Africa,Botsuana,Africa
3349,Pietermaritzburg,KwaZulu-Natal,Southern Africa,SudAfrica,Africa
3352,Bata,Litoral,Central Africa,Guinea Ecuatorial,Africa
3448,Lubango,Huila,Central Africa,Angola,Africa
3467,Boksburg,Gauteng,Southern Africa,SudAfrica,Africa
3468,Koumra,Mandoul,Central Africa,Chad,Africa
3510,Ulundi,KwaZulu-Natal,Southern Africa,SudAfrica,Africa
